None-of-the-above	Neengo nalla irkanum na unga family nalla irkanum 🙏🥺
None-of-the-above	Go to tamil gun or skytamil
None-of-the-above	TMP ARMY ❤️ HEART PLS👍
Misandry	3:57 thala... Neeye.. Ippovo appovo nu irukka... 😹😹😹😹
None-of-the-above	Babu Natarajan  hi I'm bottom
None-of-the-above	Enaku manithanum manasum than mukkiyam jathiye uruvakkunathe manithan than
None-of-the-above	Karthi Shiva  Nan chennai macha
None-of-the-above	Prabhu Prabhu apo neenga sollunga Len paapam what's life ndu bro?
None-of-the-above	Mahesh please da enala mudiyala en kita vada daily sagaran
None-of-the-above	madhavaraj madhavaraj  whatsapp va bro
None-of-the-above	harihara shankar  bro phone number varala bro
None-of-the-above	Abilash Abilash  hii Ur watsapp number
Misandry	Idhula kodumanai ennana...pala poli thirunangaigalum sutha aarambuchitanga.....vela vetti illadha ambalinga kooda saree pottukittu indha maadhiri oora yemathikitu thiriyiranga......
None-of-the-above	Anbu S Anbu  illaye ma
Transphobic	Ivlo days ah kattuna build up lam intha lockdown naasam akiduche🤣 ungaludaya thozhiku aatharavu thaarungal nanbargale 🙏
None-of-the-above	Bro antha akka Roomba varusam nalla valanum
Misandry	H raja nai nee avan sunne uombda nai yanndoy nabi s a w oudaey patte yenda pesrayn naiye
None-of-the-above	Neenga panrathu nallathuthan bro bt p2 3 4 nu poidathinga avangaloda manasa romba kasta paduthidum... bro..
None-of-the-above	Yen ma aangaluku pesuren nu nenaikathinga ; ; Pengaluku varathachani kodukaruthey perumaiya nenacha samugamum oru kaalathula irunthuchu so athu orey naal la maaridathu ; ; But ipo most youngsters varathachana illama marriage pannikura mananilai irunthalum avanga parents vidrathu illa kuripa amma ; ; So intha ulagathula pengaluku pengaley oru sila idathula ethir ah irukura varaikum ipadi thaan irukum
None-of-the-above	Anish  ayio.. apdi solladheenga... adhukum nammala adika varuvaanga...
None-of-the-above	Just stupids non sense just avoid these videos lusu kooooooos
Hope-Speech	Anna super video evlaa nalla irrk theyrimaa indha video !!!  Nigu sethadru solla bodhu Avgaa vuna kaga danc panngu andha our moment super👍  !!!  Anna super video I waiting part 2
None-of-the-above	relatives. .. sa marriage panna.. genetics.. problem pathi. sollu ga madan gowri
Homophobia	Pongada parathesigala it's very very very wrong itha panravanga pichakara karumanga....
None-of-the-above	Rasini Lina malaysia la ena panrega sis
None-of-the-above	Super 🍓 super 🍓🍇🍇 super
None-of-the-above	Will Com enakku vendam .. ungalukku arithaal ungal thaayarukku kondungal.
None-of-the-above	Sga manidhara endha vagailaium ungala thunburuthaadha oruthara naainu izhuvu paduthura ungala enna sollalam? Poi pozhappa paarunga thamizha
None-of-the-above	Adra adra chlm en inam chlm neenu
Misandry	Dai Green satta thevidiya payale
Misandry	Avana oru mairum pudunga mudila ..  news oru kedu  ponga da dea...
Xenophobia	kudisekiram tamilnadu china controll poidum...
None-of-the-above	Ayy Ar  eppadi chat panniga dear. En ronga  kaddutu.enakke  puriyala.
None-of-the-above	God will surely help you'll
None-of-the-above	Unakaga Na erukan nu soluraga paru.... 💓💓💓vara leval 💥💥
None-of-the-above	well said seeman sir 👏👏👏
None-of-the-above	Pongadaa neengalum unga jaathiyum kadaisi varaikum cast religion solliye savanga
None-of-the-above	Enna mayiru culture nature ivanga ellarum periya idhu muttalhal
None-of-the-above	MARI ESWARI  neenga panakkara ponnu dana apdi dana pesuvinga
None-of-the-above	kadhal than mukkiyam jathiye ella
Misandry	Poda H cha  naaye
None-of-the-above	Sariyana tharunathil sariyana nabaridam interview ungal aalumai super anna
None-of-the-above	Babu Natarajan  epa veli nadu
Homophobia	Kalai Arasan  apdina ponna kalyaanam pannaama inoru paiyana kalyaanam pannu... Baadu
Misandry	Sandy R  pesitu irukangala sappi avala oombu da oomba porandha naatheri..  Vandhutan poola aatikitu 🤣🤣🤣😂😂
Xenophobia	China eanna mo plan pannuthu
None-of-the-above	Kavalaigal maranthu sirikka Tamil Medium Pasanga Channel ❤️........worldaa yarum panni pakatha prank🙏🙏........vera level bro ne😘😘........ waiting part2👍👍
None-of-the-above	Oru ponna ah Vida alaga irukinga
None-of-the-above	Prankunu therinji parkkumpothey azhugaya varuthu suppar bro
None-of-the-above	Ella avanga avanga istam. Ana mathavangaluku thappu Mattu panna kudatha
None-of-the-above	Akka nenga ella roomba pavam akka 😭😭😭
None-of-the-above	Ithalam nambura maari illa; ; But good msg bro❤️; Even looks like drama
None-of-the-above	Mersal Kanmani .. naanum adhedhan solren 😣😣
None-of-the-above	Pratap oh nee hero poster ku paal abhishekam panra aala? adhu thaan nee pesuradhu ellam padam dialogue irukku. yenna seiradhu? nee padam paakurapa naan nalla books padichaen. unna madri periya porupu(parupu) kidaiyadhu.
Misogyny	cassia 42  illa sister paavm  avanga amma appa manasa purinjukkada ivalungala thitradula tappe illa .ivalungala paathu oru sila nalla ponnungalum kettu poiravaanga sister yosinga
None-of-the-above	Big Big salute sr nice message
None-of-the-above	Bro avanga super carrecter Anna 😳
None-of-the-above	Copyright ku yenna pannanum bro
None-of-the-above	xmsrks  inga reply panra elarume hindusdhan.....
None-of-the-above	Rasini Lina u frm ma
None-of-the-above	Nanba naa Salem thann prank pannumnu aasa yennai sethukovingla; Ennoda name rahul; Phone number 9384340427; Salem town kitchipalayam
None-of-the-above	Summa naanum adichu pathen en purusan thirupi adichutanga
Xenophobia	Chaina ai Alithe thiravendum vera vali illa...
Misogyny	Oaththa antha kundu thakkale paththaka 🤢🤢
Transphobic	Pitchakara Moothevinga Train la Ukkara uda maatithunga Parathesinga thuu. Ithungaluku daily azha vendiyatha iruku
None-of-the-above	Vignesh S  hi  dude.
None-of-the-above	Ani Anitha  உன் qualification enna?
None-of-the-above	Paari sol aairam yannaigaluku samam
Misandry	poda nee oruru punda yechakala raja
Transphobic	Ithungalah thirunangaigal ala panam pidingigal chuuuuuu chiiiiiiii
None-of-the-above	Neengal brogithathain mel karuthu yenna.
None-of-the-above	Akka semma cute ah irukinga...
None-of-the-above	Ellorum ungala madhiri irundha endha lower cast upper cast problem varadhu
Misandry	yeanda echakalai raja thevadiya mavanae....vibacharigalukelam tamilnu paera? nee thavadiya mavanda potta pundai
None-of-the-above	Nick vujic pathi video podunka bro..Google LA search panni parunka .nick vujic pathi
None-of-the-above	Nee Ena karumaththavena panu ana over acting matum panadha pls 🙏 pakka suththama sakikala
Misogyny	Loose kooda interveiw panreenga  kuruttu koothikku innoru koothi kekkutha loose
None-of-the-above	Aj Aj  kastam vara vaipu iruntha solren
None-of-the-above	Samma bro Vara level comment
Misandry	Andha grey t shirt full hand ku manasula periya aan azhagan nu nenaipu !!!!! I support lgbtq ;D
None-of-the-above	Hari Haran  correct thaan.. Namma aalunga adha seyyalaye
Misandry	Ippa poi kelungaley; Na sollavey illanu solluvan 😆; P ***a paiyan 😆
Xenophobia	புரட்சியாளன் சுபா  yaara ivan...😂😂deiii oyaala okka....enada pesra....dalit punda mavan dhana nee...onnu pallan ah iruppa....ila sakkili ya iruppa...
None-of-the-above	S.ranjith S.ranjith  hi pa enna pandra ga
Xenophobia	Dai... unakkum America kum sanda na nee avana adi .. avan unna adikkattum.. naanga ennada pannoam... nadathungada.... nadathunga...
None-of-the-above	Vera level neenga Akka 😎😍😍
Homophobia	Nee Naam gay sax pannalam
Xenophobia	Ithuku mela ethavathu parapuna na serupala adipen..summa summa ethavathu parapi vittutu irukanuga..🙄😬
None-of-the-above	gargantua  yathulium oru kanniyam venddum Inka neriya peru bisexual than irrukan irrukainga but veliya sollurathu illa
None-of-the-above	Nalla vazhkai thunai Amaiya vazhthukkal bro As like you....
Counter-speech	Yuvaraj Elumalai  apa neenga ponnukku kalyanam ana ava appa kadan yethukka koodadhunu soldreenga neenga sonnadha neengale poi akiteenga.; Idhuku mela ungakitta naan chat panna maten oorukkudhan ubadhesam neengal.
Misandry	40% இடஒதுக்கீடு பெண்களுக்கே  sonthama ulaika mudiyatha thanda chorugalthan vara thatchanai kekkum
Counter-speech	Ethu sari ethu thappu nu mudivu panna ivanga yaru
None-of-the-above	Jathi sayam poosuvathu thavaru.jathikupin thavaruseipavargal olinthukolvathu thavaru
None-of-the-above	Compramise enbadhu wife -husband ruvarukkum irukkanum
None-of-the-above	Part 2 karikkadai prank pannunga thambi
Misogyny	Enaku oru doubt iva aambala ya ila pombala ya?
None-of-the-above	Bro part 2 video enga bro plzzz  sollunga bro
None-of-the-above	First media-va stop pannanum. ; Media illana yavanum saagamaattan da...
Misogyny	Ivalukaluku  lam kalyanam nadakakudathu
None-of-the-above	Enna episode number solluka please
Transphobic	Entha Mari aravaningala seruppala adikkanum entha Mari prachanai Ella edathulayum erukku pothumakkalukku pathukappu    illa
None-of-the-above	maga Matt a man a
Misandry	pu bg apo ni evanuku poranthavan da kandara ooli mavane
None-of-the-above	Please anna part 2 post panuga
Misandry	Echa raja dai nee oru devit mavan da kanjava yen da ban pani irukanga kotha
Xenophobia	SAM DAVID  you are made in china ?
Homophobia	Podi punda mavale poi thooku maati saavu lesbian kandarolinga chaik
Misandry	mani Selvaraj  adhu unna mari pottadhan da papanga poda
None-of-the-above	Bro u didn't answer my question ⁉️ 😭😭
None-of-the-above	Romba mokka poduraru gopi anna intha episode la😭
Misandry	Storm Breaker  bro neenga inoruthar ah jaathi ya vechi asingama pesringa...aana neenga jaathiya en olikka matikranga..innum jaathi kola pandrangle nu kekringa....enaku therinju unga moolaila etho kolaru irukunu nenaikra.....Ivlo kevalama matam thatti pesrathu oruthara athuvum jaathiya vechu .....apdi jaathi jaathi nu suthuringala...antha jaathiyalaiye neenga saavinga oru naal ....apo purium ungaluku
None-of-the-above	Anandha babu  summa than bro
None-of-the-above	Illuminaties na yarunu konjam explain pannuga bro (time irundha)
None-of-the-above	Dinesh Dinesh  venkatesan from pudukottai
Misandry	H A raja poi comment box poi paru nee Mike ha parthale unaku fever varum da
None-of-the-above	Mathuvaanthi says ungal vamsa viruthikku br
None-of-the-above	Lite ah kalanga vechutingle da 🥺
None-of-the-above	v  unga pool yanna colour
Misandry	Nee un Amma ke pirakkala po da baadu...
Homophobia	Indha Gay culture lam India ku avasiyama ? ; Already Naadu romba kettu poi kedakku....; ; Oru Male dog Ku kooda....Female dog odathan sex vechikanum endra arivu irukum...; But these gay people are so pathetic...; ; Chai !! Aravaani ah porakka vendiyavangalam...Gay ah porandhurukkunga ; Idhan unmai
None-of-the-above	Sundaramoorthy S  and Pradeep..rendu perum bayanthutinga pola..
None-of-the-above	Sugumaran G  I m ok U phone number
None-of-the-above	Enna pa muslim christian hindhu yella solli yachu
None-of-the-above	Jaya Suriya   phone number
None-of-the-above	Sakotharaa neer ilankayil orunthirukka vendum.andap paakkiyam illaamal pochche.
Transphobic	Kaavalthurai ivarkalidam Pichai edupathal kandu kolvathillai
None-of-the-above	Na 11th padikra apo school uniform la en p** pidichi amukinanga kootathula
None-of-the-above	😠😠😠jadhi veri pudichavane  .... Ayya  va ayya ... Alinju poga poringada...
Xenophobia	China va alichuta matter mudinchurum😡😡😡😡
None-of-the-above	black sari ka supr a soninga
None-of-the-above	Murali dana Periya pavam😨😨😨😨😱😱😱 naragam tha pova
None-of-the-above	Super bro semma... But innonu sollava enga vettu pullaya school serkum pothe aven munnaditha caste certificate irukanu kettanka...apove avanuku caste'na ennanu solli thara vendiyathu irunthathu...yen jathiya solla enagu vekkam kedayathu... jathi vanthathu thappuna athu namma mela illa...oon moothathairum yen moothathairum apove piruchu vachutanga...neenga sollalam namma maralanu but vaaipe illa tamilnadula panam serura edathula fulla kandipa jathi keppanga🔰🔰🗡️
None-of-the-above	Bro time travel pathi solunga
Misandry	S K  virunthalikku porantha thevidiya payale.. unna ungomma evankuu paduthu pethu..unna ungomma evankuu paduthu..Ava pundaya kilichi anupiren..un pondatti ya anuppi Vai... thevidiya payale
Hope-Speech	Super movie Ida pathu neriya per thiruthu vanga nu numburan. Love is love
Xenophobia	Vatican poola oomburaa potta pasanagalala dhan prachanaye
None-of-the-above	black pearl  hey no no. Tamil payan than
Counter-speech	Prince Vegeta  aprom ennode gf eh vere yaaraacchum kalyaanam pannattum nu Vida soldriya....Nara Bali kudukkurathaiye otthukkure manushangga irukkurappo.... lgbt eh accept pannikkiravanggga mattum irukka koodaathunaa epdi?
None-of-the-above	Boyo mic pocket la irrukum
None-of-the-above	Srivatsan Srivataan I am Ganesh guy my no 7358621072
Counter-speech	Agal Lantern  onnu illa YouTube la oruttara navadu avangaluku support panni video pottangala
None-of-the-above	Ithuku admk torture paravailla ...Cha ..
Misandry	Vairamuththu va  kora. Soldriya da ; ; ; Echa thevdiya payale 😾😾😾; ; ; Ungotha unna olugka valathurundha ipdi tn ha asigka paduthviya ; ; ; Nee dhan da dasi paiya ; ; Nee dhan managketta echa raja HIV raja kedukatta kudumpathuku porandha ali 😡
None-of-the-above	Irundhalum indha ponnungalukku alachal adhigam.....
None-of-the-above	Ithula clear ah lesbian gay pathi sariya sollala
None-of-the-above	Raja Selvam  Hii ok; Number
None-of-the-above	appa amma soldravangala than kattipom k va and inga ponnugale kekkuranga
None-of-the-above	cassia 42  apdiya ponunga matiri kevalama yaru Inga avlova ila
Misandry	Raja unnaku oru nal eruku
None-of-the-above	Priya Kannan ennakku theriyum akka
Misogyny	Gh Wb  u pondatti pundaila en Pola Vidava... ungomma punda naaruthu
None-of-the-above	Vera level bro indha video kaga vae neenga nalla nelamaiku povinga nanba it's trueee👍
None-of-the-above	Pandiyan P  18 cudallour ok number tharuvigala tharamattingala solluga
None-of-the-above	She doesn't look like transgender beautiful👌
None-of-the-above	Neenga soldrathu enaku auvalavu puriyala but ram eyes la pain iruku  paavam neenga 😔
Misandry	Othu saapdra Braman udambu unna maadhir dhaan irukum
Misandry	Kumar Laxman  potta sangi punda vaya modu
None-of-the-above	Over seen podudhu. Normal a pesadha
None-of-the-above	Ayya thanthi tv porumpa Bethiya kelapathapa....ni pesarathulaya bayanthuta pa....
Misogyny	Yaarumay ponungala marriage panadheenga. Apodha marriage nadakalanu evalungalavay namakitta varuvaalunga
None-of-the-above	Perumal kubuduringa but non veg tha neraya sapuduringa
None-of-the-above	Dei neengaluma part 1  2 nu poite irupinga pola
None-of-the-above	Ji vera level enake aluha vanthuttu
Counter-speech	Antha  aunty ya matu Oru interview edunga pothu correct ta kekuranga
None-of-the-above	Paavam vidunga enna panradhu avunga nelamai apdi :////
None-of-the-above	1:47 Itha panniruntha nallarukum👇; ; Avanga:nee paka paiyan maari iruka?; ; You:neengalum paaka ponnu mari than irukinga nan nambalaya?; 😂😂😂😂Sorry😂😂😂😂
None-of-the-above	S not only bramis pengalana yengalukkuke ippadi oru pen jenmamanu avamanama irukku
Xenophobia	Muttal people ku ide pathi ebdida tedium poor india
Counter-speech	Ishvar Mahendiran apram avanga pesuna mathuri innaki judgement illegal affair legal ayiruchu...yepti ithuvum oru thani patta manusanoda feelings nu support pannunga.....apo kalam fulla nee enaku nan unaku nu commit anavanga roadla pogatum......
None-of-the-above	kondal thokala  tamil language  ah
Misandry	H.raja oru HIV payan avanga urula vankittu vandhu naama TN la Vida pakku Ra HIV .raja
None-of-the-above	Mr gopi last episode la neengatha ponnunga v2la ithellam venumnu kekrathu thappunu sonninga...... Ipo yean maathi avangaluku support pandringa...... Yetho nadanthurku.......
None-of-the-above	Educated parents ah ipdi panna village la erukaravangalaam  enna pannuvanga 😥 en vaazhkayum veenagi vidumo 😭😭😭 yaaravathu intha kevalamaana society la eruntha enna kapathunga Im gay vittil solla mudiyatha kastathula eruken😭😭😭😭
None-of-the-above	Tai tagapan already ungeleh enteh bumiki kondevantageh so   how can ask varathrchanai pls laa sis don't ask naragavasal katirukum nalleh purusan nanleh mamiyar nanleh mamenar anoug pls
None-of-the-above	Anna inga insta I'd sollunga
Misandry	Avan keduketta kvalamana mathavere pedethavan avan manethanea Ellai mental
None-of-the-above	Dai kannaadi brother Nee konjum silent aaa irunthirukkalam
None-of-the-above	Nice video bro ; Inga yarachu avar poturuka video pathi discuss panrangala paarunga adutha video ena podanumnu comment panitu irukanga then avar video podrathula ena use iruku
None-of-the-above	Superb Bro.....Ella Makkalukkum Puriyura Maari Rempa Theliva Sollringa....That's the Reason I subscribed ur channel....And Shape ah Erunka Bro....Unka Video va Chainess Naaikal Kuda Paapanuka....
None-of-the-above	Wife pechaketta sosaityla neengathan Hiro. Kekkaty neengathan  jiro.
Misandry	samyamy Samyamy  unna maari kiruku pundayala thaa Ella tamilarayum kenayen maari paakuraaga missionary thaili
None-of-the-above	Un moonja first kannadila paruda pea poo
None-of-the-above	Thala..Nee Pesama..intelligence agency ku poirala thala..😎😎...Vera level ah irukku...🔥🔥
None-of-the-above	parents convince  panra scene la acting super .
None-of-the-above	Aei.  Loosu..un ishtathuku pesathay
None-of-the-above	Evaru antha orru Raja b0ss
None-of-the-above	Remo Darlu  appa vaaguna loan na available poradhu passaga dhan ponnuga illa adha purinjikoga😒🙄
Misandry	Gopi nalla oola vela paaru da unaku  idhu oru polapa da indha lechanathula be advice p**a vera stage la kudukura..
Misandry	Nikhil Raj  dei joker thayoli
None-of-the-above	Prabhu Prabhu  avanga kannadi potta unaku ena.. Pakka mudiyalana Apadi orama ponga....life na enanu konjam sollunga...
Counter-speech	Shrinivasan Kannan  bro naa yenna solla vanthey naa....avanga independent naamaye (kindal pannanum)...& Avanga LA (avamaanam )padutha num ...Unga vittla eppdi nadanthaa ni ungalukku yenna sari yaa thonu tho atha pannu ga....mattravarkali( keli... kindal & tharkolaikku ) avanga LA utpaduthaa thinga nu thaa sollren....
None-of-the-above	Rajaji joined Anna in 1967 election.
Xenophobia	Ivanungaluku ithe than polappa😣.. virus ah ini kandupidikama sudukaadu count increase pannunga ini😡🤬
Misandry	ஸ்ரீ A  i was replying to prasanth.. Sariyana eethara... Andhamma padikalana enna? Avanungalku irkra common sense padicha muttalungalku illa
None-of-the-above	Nalla nadikiran pa vera leval
Hope-Speech	Rajeswari amma avanga apdi peasnathuku sorry oru silar apdithama nanga ellorum work panrom train .kadai vasul ellam porathu illa
None-of-the-above	Gopinath sir kku jey.. 👍👍👍🤝🤝🤝🙏🏻
None-of-the-above	Gud but ipdi adavadi Panna.. Elarum..ena nenaipanga nu.. Yoschi konga
None-of-the-above	nee naan aval நீ நான் அவள்  niga asapatu katatha husband vagitharagala sis
Misandry	Tyevidiya movana h . ; raja ; Vaira muthu pesuna Havana  mattum pesu thevidiya paya
None-of-the-above	Bhavani murali  ok u from age
None-of-the-above	December 31 tsunami varuma varatha bro konjam sollunga
None-of-the-above	Jeni Ma it's welcome unga WhatsApp number kudunga join pannanum😄😄😄🤗🤗🤗🤗🤗 sagothara
Misogyny	9 Thevidiyas...poi Vela senji sapdungade loosu koothiss...
None-of-the-above	Enadhu transgender a.... Nenga solalana therinjirkadhu dha... She is beautiful 😍😍
Misandry	Dai Raja pesurathu CRT Da.....ungaluku enada theriu hindhuism pathi....pongada ...vairamuthu periya pudungiya...Avan ena Periyar..kalingnara...avarkooda ipdi pesnatjila da
None-of-the-above	Broo i love u bro sema ...Antha manasu than kadavul😍
Misandry	pika reviews   dei madhavadha jaadhi veri pidicha sunni.. Pudikalana sootha mooditu poda..
None-of-the-above	Sariya sonninga bro.. nammada naddu visiyam eallam avangalukku thane payan peruthu
None-of-the-above	Ayesha Sumaiya  hello naan avarai sonnen pa.. ungalai sollala..
None-of-the-above	Kantha Kantharaju  pon namer sent
None-of-the-above	Nee yaru pa....semma voice dear
None-of-the-above	Nalla message sir your wonderful vilakkam.
None-of-the-above	Producer kalanidhi maaran daughter  kavya maaran madiriye irukangalla ...
None-of-the-above	K sandy Sandy  I m Slim Sandy You Age Number Kudu Bro
None-of-the-above	Na kadanla pangu ethupa.... I am a single daughter for my dad.. 🙃
Misandry	Yan s🖕nniku poranthavanua  H Pun**
Misandry	Poda thevidiya mavanei h raja correct ta thaan kekkuraan
None-of-the-above	Rajesh R  instagram la kavi.nee en id vanga
Misandry	Dei muthevi... Naduvula onnu sonniye  'sudarkodi' nu athuvay iyya vairamuthu kavithay da naye
Misogyny	Appa Kadan la Pagu kekuravaga Romba peru erukaga Especially Girls
None-of-the-above	vijay TV oru fixing punda
Homophobia	Mybro. saadhi earuku .naa anbavchirukan.and like to gay becaus freedom.💕and feasful life.
None-of-the-above	Inga evlo prachana poitu irukku oruthan ethum thriyathamaari headset potrukkan parungale
Misogyny	Evalugala kuduimbam nadatha maitaluga pola
Misandry	Dei OC biriyani thinnutu kaasu kudukkaadha Rowdy dmk katchi thayvidiyaa payalay! Un payrai ombodhu kuttinu vachchuko di! Thooooooo!
None-of-the-above	14:00  serupala adicha maari sonninga❤️
None-of-the-above	Balakrishnan k  ange ukkanthu irukkura ammbalaingalukkuthaan..bro
Misandry	Etchai raja vairamuthu mairu kuda unnalla pudanga mudiyathu
None-of-the-above	Veedu aen kkraanga means once hubby veeta vittu poga sonna Ava avoloda veetla irukalaam so
None-of-the-above	naan sri lanka la irukkan
None-of-the-above	Muthu Manuel  neenga valaravae mateengapa:(
Misandry	Loose paya...parpan h raja.....soru thinura raja...
None-of-the-above	Wow....cute.... Indha Madhuri wife kedaika niga kuduthu vechurukanum
None-of-the-above	Rajeswari Rajeswari   na four daysa feel panren pa I am sad 😔😔😔
None-of-the-above	Baby time iruntha yenda or u  naal stay panuvingala
Hope-Speech	DMKJambu Lingaa   OK manaviyai mathippom. Malai pola valgaiyil uyarvom. 🙏🙏🙏🙏
None-of-the-above	Magi Priya  it's okay maa no problem
None-of-the-above	siraj raja  pon namer sent me
Counter-speech	bro itha thappu nu solra avanga athukku yen sollution ha sollala
None-of-the-above	Pandiyan P  ok bro but neenga gay va bro ❤️
None-of-the-above	H RAJA VAZGHA...BJP VAZGHA....VANDE MATARAM....JAI HIND...TAMIL VAZGHA....
None-of-the-above	I support h raja sir
Misandry	echa poriki thevidyaa paya raja
Xenophobia	China va aliens nu solli thalli vainga... usura vaangurananga
None-of-the-above	Yes yes yes yesyes yes yesyes
Homophobia	oru pooolayum ompaaa Mata poda
None-of-the-above	enga da pogudhu indha ulagam
None-of-the-above	Vetti payaluku velai kodutha....vetti pechu pesi...veen pozhuthai kazhipaan....Gopinath pala varushangaluku munnaal oru velai vetti ilaatha payalaga thaan irunthaan.
None-of-the-above	kulasai kulasai  correct ah sonninga 😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😠😠😠😠😠😠😠😠😠😠😠😤😤😤😤😤😤😤😤😤😤😤😤😤😤😠😠😡😡😡😡
None-of-the-above	Yannanga kelikaptar konsham manasulla yoscikaveyanamaa..
None-of-the-above	Ur hard work can't dies bro .. vera level bro
Misogyny	Behindwoods please ivalai maari aalugalai interview paanathiga
None-of-the-above	Love u cikku god bless u ya❤❤😍😍😍😍
None-of-the-above	Everyone targets Hindu BCS namba mutal pasanga.tamilan nu solli nambala emathiduvanga
None-of-the-above	Don't mention transgender in subtitle
None-of-the-above	Austin Shaji  Nan enna thappu pannen?
None-of-the-above	Akka   ni   en kuta  perakkalannu   fell  panra akka
None-of-the-above	Avanga ellam kadavul mathiri anna
None-of-the-above	Nice cute such movie 😍😍😍😍
None-of-the-above	😭Sathiyam #aluthutan ya Vara level bro ❤️; ; Part 2 waiting 🙏
Counter-speech	Na aluthaley en purusa nadikatha nu soluvar.. Sathiyama avlo valikkum nampa kanneer ku kuda mathipillaiya nu.. Kalynathukku munadi alugaye pidikathu... Bt marriage aki rmpa aluthen thinamum alutha.. Elathukkum karnam avara rmpa pudichathunala namaku rmpa pudichavunga cinatha thettna kuda rmpa valikkum athu kanneeravo illa kovamavo veli padum avlodhan.. Apdi vara kannerra nadipunu sollathinga yarum.. Unga amma kannula kanner vantha nadikura nu solvigala??
Xenophobia	Evnguna nala ella nadu nasama pogathu... Avangula appdiya poti tharilnum serkma.... America pls close china 😭😷f*
